Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region
C_CND_015667,10-Jul-2023,Avrelie,Male,1640000,Gartner Buick Hyundai Saab,Audi,A6,Double Overhead Camshaft,Auto,Black,"$27,001.",38701-8047,SUV,7780690,Greenville
C_CND_015668,10-Jul-2023,Chanelle,Female,1260000,Hatfield Volkswagen,Ford,Expedition,Overhead Camshaft,Manual,Black,"$10,001.",99301-3882,SUV,7418800,Pasco
C_CND_015669,10-Jul-2023,Elodie,Male,13500,Iceberg Rentals,Toyota,Celica,Double Overhead Camshaft,Auto,Pale White,"$45,001.",53546-9427,SUV,7416552,Janesville
C_CND_015670,10-Jul-2023,Yaseen,Male,13500,Ryder Truck Rental and Leasing,Chevrolet,Malibu,Double Overhead Camshaft,Auto,Black,"$16,000.",06457-3834,Hardtop,8942552,Middletown
C_CND_015671,10-Jul-2023,Jacob,Male,1925000,Star Enterprises Inc,Chevrolet,Metro,Double Overhead Camshaft,Auto,Black,"$31,500.",99301-3882,Passenger,6647989,Pasco
C_CND_015672,10-Jul-2023,Gabriella,Male,2950000,Ryder Truck Rental and Leasing,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,"$41,001.",06457-3834,Hardtop,7389795,Middletown
C_CND_015673,10-Jul-2023,Jakub,Male,995000,Tri-State Mack Inc,Dodge,Intrepid,Overhead Camshaft,Manual,Black,"$11,000.",85257-3102,Sedan,6502587,Scottsdale
C_CND_015674,10-Jul-2023,James,Male,2350000,U-Haul CO,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,"$20,000.",78758-7841,Hatchback,7776940,Austin
C_CND_015675,10-Jul-2023,Jason,Male,566000,Progressive Shippers Cooperative Association No,Ford,Mustang,Overhead Camshaft,Manual,Pale White,"$25,000.",53546-9427,Hatchback,7698160,Janesville
C_CND_015676,10-Jul-2023,Sofia,Male,8000000,Motor Vehicle Branch Office,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,"$85,000.",78758-7841,SUV,8315091,Austin
C_CND_015677,10-Jul-2023,Anastasia,Male,13500,Capitol KIA,Ford,Ranger,Overhead Camshaft,Manual,Black,"$18,000.",38701-8047,Hardtop,7451607,Greenville
C_CND_015678,10-Jul-2023,Sophie,Male,3725000,New Castle Ford Lincoln Mercury,Dodge,Durango,Overhead Camshaft,Manual,Pale White,"$27,500.",60504-7114,SUV,7639968,Aurora
C_CND_015679,10-Jul-2023,Erin,Female,13500,Nebo Chevrolet,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,"$42,000.",06457-3834,Hardtop,7569084,Middletown
C_CND_015680,10-Jul-2023,Stephanie,Male,3450000,Pitre Buick-Pontiac-Gmc of Scottsdale,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,"$22,000.",99301-3882,Passenger,8517396,Pasco
C_CND_015681,10-Jul-2023,Avrohom,Male,13500,U-Haul CO,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,"$11,000.",78758-7841,Hardtop,7357337,Austin
C_CND_015682,10-Jul-2023,Lola,Male,1020000,Clay Johnson Auto Sales,Chrysler,300M,Double Overhead Camshaft,Auto,Pale White,"$16,000.",78758-7841,SUV,7204246,Austin
C_CND_015683,10-Jul-2023,London,Male,1515000,Diehl Motor CO Inc,Plymouth,Prowler,Double Overhead Camshaft,Auto,Pale White,"$15,500.",06457-3834,Hatchback,7037152,Middletown
C_CND_015684,10-Jul-2023,Lucia,Male,700000,Enterprise Rent A Car,Volvo,C70,Overhead Camshaft,Manual,Black,"$17,000.",60504-7114,Hatchback,6333036,Aurora
C_CND_015685,10-Jul-2023,Lucy,Female,13500,Gartner Buick Hyundai Saab,Dodge,Viper,Overhead Camshaft,Manual,Black,"$26,000.",38701-8047,SUV,8758945,Greenville
C_CND_015686,10-Jul-2023,Nicolette,Male,13500,Star Enterprises Inc,Acura,TL,Overhead Camshaft,Manual,Pale White,"$14,000.",99301-3882,Hatchback,7955783,Aurora
C_CND_015687,10-Jul-2023,Nina,Male,1150000,Suburban Ford,Mercury,Grand Marquis,Double Overhead Camshaft,Auto,Black,"$19,000.",53546-9427,SUV,7804416,Greenville
C_CND_015688,10-Jul-2023,Noa,Male,950000,Tri-State Mack Inc,Chevrolet,Corvette,Overhead Camshaft,Manual,Pale White,"$22,000.",85257-3102,SUV,7797592,Pasco
C_CND_015689,10-Jul-2023,Noor,Male,270000,U-Haul CO,Toyota,Celica,Double Overhead Camshaft,Auto,Pale White,"$45,000.",78758-7841,SUV,7233965,Janesville
C_CND_015690,10-Jul-2023,Nora,Female,930000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Van,Double Overhead Camshaft,Auto,Pale White,"$19,000.",06457-3834,Hatchback,8589184,Scottsdale
C_CND_015691,12-Jul-2023,Karen,Male,1476000,Tri-State Mack Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,"$21,600.",85257-3102,Hardtop,6176305,Scottsdale
C_CND_015692,12-Jul-2023,Jasper,Female,330000,Rabun Used Car Sales,BMW,323i,Double Overhead Camshaft,Auto,Pale White,"$19,000.",85257-3102,Hatchback,6776464,Scottsdale
C_CND_015693,12-Jul-2023,Esther,Female,13500,Pars Auto Sales,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,"$29,000.",38701-8047,Hardtop,8494233,Greenville
C_CND_015694,12-Jul-2023,Lyla,Male,13500,Hatfield Volkswagen,Saab,03-09-2020,Double Overhead Camshaft,Auto,Black,"$31,000.",99301-3882,Sedan,8812447,Pasco
C_CND_015695,12-Jul-2023,Olive,Male,439000,C & M Motors Inc,Honda,CR-V,Double Overhead Camshaft,Auto,Pale White,"$12,001.",60504-7114,SUV,6722883,Austin
C_CND_015696,14-Jul-2023,Ines,Male,780000,Nebo Chevrolet,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,"$17,001.",06457-3834,Hatchback,7410492,Middletown
C_CND_015697,14-Jul-2023,Emma,Female,1250000,Race Car Help,Volvo,S70,Double Overhead Camshaft,Auto,Pale White,"$20,001.",78758-7841,Hardtop,7404827,Austin
C_CND_015698,14-Jul-2023,Lily-Rose,Male,290000,Pars Auto Sales,Lincoln,Town car,Double Overhead Camshaft,Auto,Black,"$26,001.",38701-8047,Hatchback,8765810,Greenville
C_CND_015699,14-Jul-2023,Lukas,Male,790000,Pitre Buick-Pontiac-Gmc of Scottsdale,BMW,323i,Overhead Camshaft,Manual,Pale White,"$21,001.",99301-3882,Hatchback,8752688,Pasco
C_CND_015700,14-Jul-2023,Melodie,Male,830000,Progressive Shippers Cooperative Association No,Saturn,LW,Double Overhead Camshaft,Auto,Pale White,"$18,001.",53546-9427,Hatchback,6272818,Janesville
C_CND_015701,14-Jul-2023,Donia,Male,708000,Rabun Used Car Sales,Pontiac,Grand Prix,Double Overhead Camshaft,Auto,Pale White,"$19,001.",85257-3102,Passenger,8485536,Scottsdale
C_CND_015702,14-Jul-2023,William,Male,920000,Race Car Help,Mercedes-B,C-Class,Double Overhead Camshaft,Auto,Black,"$14,001.",78758-7841,Hatchback,7997399,Austin
C_CND_015703,14-Jul-2023,Hainout,Male,800000,Ryder Truck Rental and Leasing,Ford,Contour,Double Overhead Camshaft,Auto,Pale White,"$19,001.",06457-3834,Sedan,7564993,Middletown
C_CND_015704,14-Jul-2023,Carla,Male,985000,Saab-Belle Dodge,Saab,03-09-2020,Double Overhead Camshaft,Auto,Pale White,"$69,001.",60504-7114,Sedan,6634279,Aurora
C_CND_015705,14-Jul-2023,Mae,Male,937000,Scrivener Performance Engineering,Ford,Expedition,Double Overhead Camshaft,Auto,Black,"$26,001.",38701-8047,SUV,8172511,Greenville
C_CND_015706,14-Jul-2023,Leo,Male,800000,Star Enterprises Inc,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,"$23,001.",99301-3882,Hatchback,7998784,Pasco
C_CND_015707,14-Jul-2023,Andrea,Male,710000,Suburban Ford,Saturn,LS,Double Overhead Camshaft,Auto,Pale White,"$24,001.",53546-9427,Sedan,7115191,Janesville
C_CND_015708,14-Jul-2023,Ewen,Male,700000,Tri-State Mack Inc,Pontiac,Grand Am,Double Overhead Camshaft,Auto,Pale White,"$12,001.",85257-3102,SUV,8370781,Scottsdale
C_CND_015709,14-Jul-2023,Benjamin,Female,13500,U-Haul CO,Mercury,Villager,Double Overhead Camshaft,Auto,Black,"$16,001.",78758-7841,Passenger,6319430,Austin
C_CND_015710,14-Jul-2023,Rose,Male,1400000,Progressive Shippers Cooperative Association No,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,"$24,001.",53546-9427,Sedan,8743983,Janesville
C_CND_015711,14-Jul-2023,Maryam,Male,927000,Pars Auto Sales,Nissan,Pathfinder,Double Overhead Camshaft,Auto,Pale White,"$31,000.",38701-8047,Hardtop,7320564,Greenville
C_CND_015712,14-Jul-2023,Theophile,Male,665000,Race Car Help,Mercedes-B,E-Class,Double Overhead Camshaft,Auto,Pale White,"$31,001.",78758-7841,Sedan,6474913,Austin
C_CND_015713,14-Jul-2023,Armand,Male,13500,Ryder Truck Rental and Leasing,Volkswagen,Cabrio,Double Overhead Camshaft,Auto,Black,"$16,001.",06457-3834,Sedan,7887852,Middletown
C_CND_015714,14-Jul-2023,Jax,Male,2105000,Race Car Help,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,"$24,500.",78758-7841,Passenger,6371494,Austin
C_CND_015715,14-Jul-2023,Jaxon,Male,2410000,Ryder Truck Rental and Leasing,Hyundai,Accent,Overhead Camshaft,Manual,Black,"$18,000.",06457-3834,Hatchback,6073457,Middletown
C_CND_015716,14-Jul-2023,Jaxson,Male,13500,Saab-Belle Dodge,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,"$19,000.",60504-7114,Sedan,6806652,Aurora
C_CND_015717,14-Jul-2023,Jayden,Male,13500,Scrivener Performance Engineering,Oldsmobile,Cutlass,Double Overhead Camshaft,Auto,Pale White,"$41,000.",38701-8047,Sedan,8311709,Greenville
C_CND_015718,14-Jul-2023,Jeremy,Male,810000,Star Enterprises Inc,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,"$22,000.",99301-3882,Passenger,7966820,Pasco
C_CND_015719,14-Jul-2023,Jesse,Male,901000,Suburban Ford,BMW,528i,Overhead Camshaft,Manual,Pale White,"$14,000.",53546-9427,SUV,6961213,Janesville
C_CND_015720,14-Jul-2023,Joel,Male,1115000,Tri-State Mack Inc,Ford,Expedition,Double Overhead Camshaft,Auto,Black,"$41,500.",85257-3102,SUV,8619787,Scottsdale
C_CND_015721,14-Jul-2023,Georgia,Male,13500,Suburban Ford,Chrysler,Concorde,Double Overhead Camshaft,Auto,Pale White,"$46,000.",53546-9427,Hardtop,6987866,Janesville
C_CND_015722,14-Jul-2023,Sasha,Female,470000,Rabun Used Car Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,"$21,000.",85257-3102,Hardtop,7058221,Scottsdale
C_CND_015723,14-Jul-2023,Jonathan,Male,600000,C & M Motors Inc,Volvo,S40,Overhead Camshaft,Manual,Pale White,"$22,000.",60504-7114,Sedan,7012248,Aurora
C_CND_015724,14-Jul-2023,Jordan,Male,631000,Capitol KIA,Dodge,Durango,Overhead Camshaft,Manual,Pale White,"$31,000.",38701-8047,SUV,6891151,Greenville
C_CND_015725,14-Jul-2023,Carter,Female,1530000,Gartner Buick Hyundai Saab,Ford,Ranger,Overhead Camshaft,Manual,Black,"$18,000.",38701-8047,Hardtop,8635488,Greenville
C_CND_015726,14-Jul-2023,Joshua,Male,681000,Chrysler Plymouth,Ford,Explorer,Double Overhead Camshaft,Auto,Pale White,"$18,000.",53546-9427,Hatchback,7142621,Janesville
C_CND_015727,14-Jul-2023,Judah,Male,485000,Classic Chevy,Cadillac,DeVille,Double Overhead Camshaft,Auto,Pale White,"$69,000.",85257-3102,SUV,7838201,Scottsdale
C_CND_015728,14-Jul-2023,Jude,Male,491000,Clay Johnson Auto Sales,Subaru,Outback,Double Overhead Camshaft,Auto,Pale White,"$19,000.",78758-7841,SUV,6128428,Austin
C_CND_015729,14-Jul-2023,Julian,Male,1600000,Diehl Motor CO Inc,Chrysler,Sebring Coupe,Double Overhead Camshaft,Auto,Pale White,"$19,000.",06457-3834,Sedan,7734126,Middletown
C_CND_015730,14-Jul-2023,Justin,Male,2053000,Enterprise Rent A Car,Lexus,LX470,Overhead Camshaft,Manual,Pale White,"$54,300.",60504-7114,SUV,8393768,Aurora
C_CND_015731,14-Jul-2023,Kai,Female,580000,Gartner Buick Hyundai Saab,Chevrolet,Corvette,Overhead Camshaft,Manual,Pale White,"$22,000.",38701-8047,SUV,7451997,Greenville
C_CND_015732,14-Jul-2023,Esty,Female,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,"$21,001.",99301-3882,Hardtop,8199169,Pasco
C_CND_015733,14-Jul-2023,Tiffany,Male,1614500,Race Car Help,Volvo,S40,Overhead Camshaft,Manual,Pale White,"$17,450.",78758-7841,Sedan,7535939,Austin
C_CND_015734,14-Jul-2023,Trinity,Male,1550000,Ryder Truck Rental and Leasing,Oldsmobile,Cutlass,Double Overhead Camshaft,Auto,Pale White,"$41,000.",06457-3834,Sedan,7349891,Middletown
C_CND_015735,14-Jul-2023,Valentina,Male,595000,Saab-Belle Dodge,Porsche,Carrera Cabrio,Double Overhead Camshaft,Auto,Pale White,"$32,000.",60504-7114,Passenger,8196553,Aurora
C_CND_015736,14-Jul-2023,Sadie,Female,13500,Star Enterprises Inc,Volkswagen,Beetle,Double Overhead Camshaft,Auto,Pale White,"$45,000.",99301-3882,Hardtop,7296122,Pasco
C_CND_015737,14-Jul-2023,Valerie,Male,1300000,Star Enterprises Inc,Plymouth,Neon,Overhead Camshaft,Manual,Black,"$29,000.",99301-3882,SUV,8090172,Pasco
C_CND_015738,14-Jul-2023,Zissy,Male,540000,Diehl Motor CO Inc,Porsche,Carrera Coupe,Double Overhead Camshaft,Auto,Pale White,"$22,001.",06457-3834,Hardtop,7585289,Middletown
C_CND_015739,14-Jul-2023,Vanessa,Female,605000,Tri-State Mack Inc,Lexus,LS400,Double Overhead Camshaft,Auto,Pale White,"$27,000.",85257-3102,Sedan,7752039,Scottsdale
C_CND_015740,14-Jul-2023,Victoria,Male,1201000,U-Haul CO,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,"$42,100.",78758-7841,Passenger,6662150,Austin
C_CND_015741,14-Jul-2023,Ayden,Male,820000,Tri-State Mack Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,"$41,001.",85257-3102,Hardtop,7195954,Scottsdale
C_CND_015742,14-Jul-2023,Violeta,Male,1424000,Rabun Used Car Sales,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,"$13,400.",85257-3102,Hatchback,6435262,Scottsdale
C_CND_015743,14-Jul-2023,Wendy,Male,285000,Race Car Help,BMW,328i,Double Overhead Camshaft,Auto,Black,"$18,000.",78758-7841,Sedan,8297575,Austin
C_CND_015744,14-Jul-2023,Ximena,Female,2000000,Ryder Truck Rental and Leasing,Ford,Mustang,Double Overhead Camshaft,Auto,Pale White,"$22,000.",06457-3834,Hatchback,7155449,Middletown
C_CND_015745,14-Jul-2023,Yaretzi,Female,1076000,Saab-Belle Dodge,Mercedes-B,E-Class,Double Overhead Camshaft,Auto,Pale White,"$15,600.",60504-7114,Sedan,6997982,Aurora
C_CND_015746,14-Jul-2023,Yasmin,Male,305000,Scrivener Performance Engineering,Chrysler,Town & Country,Double Overhead Camshaft,Auto,Pale White,"$42,000.",38701-8047,Sedan,6403754,Greenville
C_CND_015747,14-Jul-2023,Zoe,Female,425000,Star Enterprises Inc,Volvo,C70,Overhead Camshaft,Manual,Pale White,"$24,000.",99301-3882,Hatchback,6738432,Pasco
C_CND_015748,14-Jul-2023,Abigail,Female,470000,Tri-State Mack Inc,Lexus,GS300,Overhead Camshaft,Manual,Black,"$51,000.",85257-3102,Passenger,7934091,Scottsdale
C_CND_015749,14-Jul-2023,Ada,Female,13500,U-Haul CO,Ford,Expedition,Overhead Camshaft,Manual,Pale White,"$22,000.",78758-7841,SUV,8500283,Austin
C_CND_015750,14-Jul-2023,Mackenzie,Male,2360000,Iceberg Rentals,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,"$82,000.",53546-9427,Passenger,6112990,Janesville
C_CND_015751,14-Jul-2023,Madeleine,Male,2005000,McKinney Dodge Chrysler Jeep,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Pale White,"$33,500.",85257-3102,SUV,6326545,Scottsdale
C_CND_015752,14-Jul-2023,Brandon,Male,1020000,Chrysler of Tri-Cities,Pontiac,Firebird,Overhead Camshaft,Manual,Black,"$43,000.",99301-3882,Hardtop,7308723,Pasco
C_CND_015753,14-Jul-2023,Madelyn,Male,13500,Nebo Chevrolet,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,"$17,000.",06457-3834,Hatchback,6359101,Middletown
C_CND_015754,14-Jul-2023,Madison,Male,3120000,New Castle Ford Lincoln Mercury,Saab,05-09-2020,Double Overhead Camshaft,Auto,Black,"$41,001.",60504-7114,Hatchback,8697351,Aurora
C_CND_015755,14-Jul-2023,Maeve,Male,1025000,Pars Auto Sales,Chrysler,LHS,Overhead Camshaft,Manual,Pale White,"$41,500.",38701-8047,Hatchback,7642570,Greenville
C_CND_015756,14-Jul-2023,Makayla,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Volkswagen,Passat,Double Overhead Camshaft,Auto,Black,"$21,000.",99301-3882,Hatchback,7669087,Pasco
C_CND_015757,14-Jul-2023,Malak,Male,1920000,Progressive Shippers Cooperative Association No,Honda,Accord,Overhead Camshaft,Manual,Black,"$43,000.",53546-9427,Sedan,7884625,Janesville
C_CND_015758,14-Jul-2023,Brody,Male,1100000,Diehl Motor CO Inc,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,"$17,001.",06457-3834,Hardtop,7298495,Middletown
C_CND_015759,14-Jul-2023,Malky,Female,13500,Race Car Help,Mercury,Cougar,Overhead Camshaft,Manual,Pale White,"$22,000.",78758-7841,Hatchback,6188930,Austin
C_CND_015760,14-Jul-2023,Margaret,Male,1500000,Ryder Truck Rental and Leasing,Chrysler,LHS,Double Overhead Camshaft,Auto,Black,"$26,000.",06457-3834,Hatchback,8884986,Middletown
C_CND_015761,14-Jul-2023,Bryce,Male,1362000,Gartner Buick Hyundai Saab,Oldsmobile,Alero,Overhead Camshaft,Manual,Black,"$17,201.",38701-8047,Hardtop,6635185,Greenville
C_CND_015762,14-Jul-2023,Mariam,Male,1910000,Scrivener Performance Engineering,Chrysler,Town & Country,Double Overhead Camshaft,Auto,Pale White,"$42,000.",38701-8047,Sedan,6531436,Greenville
C_CND_015763,14-Jul-2023,Charles,Female,1170500,Pitre Buick-Pontiac-Gmc of Scottsdale,Dodge,Ram Pickup,Double Overhead Camshaft,Auto,Pale White,"$39,050.",99301-3882,Hardtop,7425775,Pasco
C_CND_015764,14-Jul-2023,Matilda,Male,1320000,Suburban Ford,Oldsmobile,Aurora,Overhead Camshaft,Manual,Pale White,"$71,000.",53546-9427,Passenger,7117103,Janesville
C_CND_015765,14-Jul-2023,Chase,Female,13500,Rabun Used Car Sales,Pontiac,Firebird,Overhead Camshaft,Manual,Black,"$43,000.",85257-3102,Hardtop,6061316,Scottsdale
C_CND_015766,14-Jul-2023,Melanie,Male,750000,U-Haul CO,Jeep,Wrangler,Double Overhead Camshaft,Auto,Pale White,"$13,000.",78758-7841,Hatchback,8991839,Austin
C_CND_015767,14-Jul-2023,Mia,Male,13500,Progressive Shippers Cooperative Association No,Chevrolet,Camaro,Double Overhead Camshaft,Auto,Black,"$41,000.",53546-9427,Sedan,6091137,Janesville
C_CND_015768,14-Jul-2023,Olivia,Male,695000,Capitol KIA,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Black,"$12,001.",38701-8047,Sedan,6251048,Middletown
C_CND_015769,14-Jul-2023,Paige,Male,13500,Chrysler of Tri-Cities,Mitsubishi,3000GT,Double Overhead Camshaft,Auto,Pale White,"$19,001.",99301-3882,Sedan,6462274,Aurora
C_CND_015770,14-Jul-2023,Felix,Male,386000,Diehl Motor CO Inc,Volvo,S70,Overhead Camshaft,Manual,Pale White,"$24,000.",06457-3834,Hardtop,7405666,Middletown
C_CND_015771,14-Jul-2023,Penelope,Male,855000,Classic Chevy,Chrysler,LHS,Overhead Camshaft,Manual,Black,"$51,001.",85257-3102,Hatchback,8388531,Pasco
C_CND_015772,14-Jul-2023,Perel,Male,1040000,Clay Johnson Auto Sales,Nissan,Xterra,Double Overhead Camshaft,Auto,Black,"$9,001.",78758-7841,Passenger,6274166,Janesville
C_CND_015773,14-Jul-2023,Perl,Male,342000,Diehl Motor CO Inc,Saturn,LS,Double Overhead Camshaft,Auto,Pale White,"$24,001.",06457-3834,Sedan,6937854,Scottsdale
C_CND_015774,14-Jul-2023,Perry,Male,681000,Enterprise Rent A Car,Volkswagen,Passat,Double Overhead Camshaft,Auto,Pale White,"$31,001.",60504-7114,Hatchback,6864375,Austin
C_CND_015775,14-Jul-2023,Pessy,Female,1066000,Gartner Buick Hyundai Saab,Toyota,Celica,Overhead Camshaft,Manual,Pale White,"$14,601.",38701-8047,SUV,7374033,Janesville
C_CND_015776,14-Jul-2023,Peyton,Male,13500,Hatfield Volkswagen,Buick,Regal,Double Overhead Camshaft,Auto,Pale White,"$46,001.",99301-3882,Passenger,6133868,Scottsdale
C_CND_015777,14-Jul-2023,Phoebe,Male,900000,Iceberg Rentals,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,"$16,001.",53546-9427,SUV,7773743,Austin
C_CND_015778,14-Jul-2023,Piper,Male,1250000,McKinney Dodge Chrysler Jeep,Saab,03-09-2020,Double Overhead Camshaft,Auto,Black,"$23,001.",85257-3102,Sedan,7040465,Middletown
C_CND_015779,14-Jul-2023,Polina,Male,13500,Motor Vehicle Branch Office,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,"$17,001.",78758-7841,Passenger,7222104,Aurora
C_CND_015780,14-Jul-2023,Griffin,Male,730000,Saab-Belle Dodge,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,"$42,001.",60504-7114,Hardtop,8242924,Aurora
C_CND_015781,14-Jul-2023,Rachel,Male,1189000,New Castle Ford Lincoln Mercury,Ford,Mustang,Double Overhead Camshaft,Auto,Black,"$9,901.",60504-7114,Hatchback,7591000,Pasco
C_CND_015782,14-Jul-2023,Raizel,Female,13500,Pars Auto Sales,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,"$43,001.",38701-8047,Sedan,7710417,Janesville
C_CND_015783,14-Jul-2023,Raizy,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,"$33,001.",99301-3882,Sedan,6056372,Scottsdale
C_CND_015784,14-Jul-2023,Raquel,Male,1220000,Progressive Shippers Cooperative Association No,Lexus,GS400,Double Overhead Camshaft,Auto,Black,"$12,001.",53546-9427,Hatchback,8733857,Austin
C_CND_015785,14-Jul-2023,Reagan,Male,13500,Rabun Used Car Sales,Ford,Mustang,Overhead Camshaft,Manual,Pale White,"$25,001.",85257-3102,Hatchback,7147837,Middletown
C_CND_015786,15-Jul-2023,Manon,Male,13500,Saab-Belle Dodge,Ford,Contour,Double Overhead Camshaft,Auto,Pale White,"$62,001.",60504-7114,Sedan,8478907,Aurora
C_CND_015787,15-Jul-2023,Yasmine,Female,815000,Scrivener Performance Engineering,Saturn,SW,Overhead Camshaft,Manual,Black,"$36,001.",38701-8047,Passenger,6702943,Greenville
C_CND_015788,15-Jul-2023,Arthur,Male,2025000,Star Enterprises Inc,BMW,328i,Double Overhead Camshaft,Auto,Black,"$16,501.",99301-3882,Sedan,7950678,Pasco
C_CND_015789,15-Jul-2023,Karas,Male,1280000,Hatfield Volkswagen,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,"$82,000.",99301-3882,Passenger,6826016,Pasco
C_CND_015790,15-Jul-2023,Kareem,Male,874000,Iceberg Rentals,Ford,Escort,Overhead Camshaft,Manual,Black,"$11,000.",53546-9427,Passenger,8742281,Janesville
C_CND_015791,15-Jul-2023,Chance,Male,13500,McKinney Dodge Chrysler Jeep,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,"$82,000.",85257-3102,Hardtop,8726971,Scottsdale
C_CND_015792,15-Jul-2023,John,Male,320000,U-Haul CO,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,"$16,000.",78758-7841,Hardtop,8682222,Austin
C_CND_015793,15-Jul-2023,Zachary,Male,13500,Motor Vehicle Branch Office,Dodge,Caravan,Double Overhead Camshaft,Auto,Black,"$23,000.",78758-7841,Hardtop,7231235,Austin
C_CND_015794,15-Jul-2023,Adele,Male,945000,Capitol KIA,Saturn,LS,Double Overhead Camshaft,Auto,Pale White,"$51,000.",38701-8047,Sedan,8449794,Greenville
C_CND_015795,15-Jul-2023,Michaela,Male,13500,Rabun Used Car Sales,Oldsmobile,Bravada,Double Overhead Camshaft,Auto,Pale White,"$19,000.",85257-3102,Hatchback,6689710,Scottsdale
C_CND_015796,15-Jul-2023,Michal,Female,1666000,Race Car Help,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,"$13,600.",78758-7841,Hatchback,7019276,Austin
C_CND_015797,15-Jul-2023,Michelle,Male,2588000,Ryder Truck Rental and Leasing,Acura,RL,Double Overhead Camshaft,Auto,Black,"$24,800.",06457-3834,SUV,8964785,Middletown
C_CND_015798,15-Jul-2023,Isaac,Male,835000,Star Enterprises Inc,Infiniti,I30,Double Overhead Camshaft,Auto,Pale White,"$31,001.",99301-3882,Hardtop,7414732,Pasco
C_CND_015799,15-Jul-2023,Isaiah,Male,790000,Suburban Ford,Mercury,Mountaineer,Double Overhead Camshaft,Auto,Pale White,"$21,001.",53546-9427,Hardtop,6341119,Janesville
C_CND_015800,15-Jul-2023,Israel,Male,810000,Tri-State Mack Inc,Plymouth,Breeze,Double Overhead Camshaft,Auto,Pale White,"$39,001.",85257-3102,Hardtop,7645359,Austin
C_CND_015801,16-Jul-2023,Kaya,Male,835000,Progressive Shippers Cooperative Association No,Nissan,Pathfinder,Double Overhead Camshaft,Auto,Pale White,"$31,000.",53546-9427,Hardtop,6879070,Janesville
C_CND_015802,16-Jul-2023,Emma,Male,1750000,Tri-State Mack Inc,Acura,TL,Overhead Camshaft,Manual,Pale White,"$14,001.",85257-3102,Hatchback,8056794,Scottsdale
C_CND_015803,16-Jul-2023,Camille,Male,1750000,U-Haul CO,Dodge,Intrepid,Double Overhead Camshaft,Auto,Pale White,"$31,001.",78758-7841,Sedan,6358092,Austin
C_CND_015804,16-Jul-2023,Natalie,Male,1225000,Race Car Help,Ford,Ranger,Double Overhead Camshaft,Auto,Black,"$61,500.",78758-7841,Hardtop,8900546,Austin
C_CND_015805,16-Jul-2023,Louis,Female,490000,Capitol KIA,Volkswagen,Cabrio,Double Overhead Camshaft,Auto,Black,"$16,001.",38701-8047,Sedan,7272380,Greenville
C_CND_015806,16-Jul-2023,Nathan,Female,1760000,Chrysler of Tri-Cities,Lincoln,Town car,Double Overhead Camshaft,Auto,Pale White,"$18,001.",99301-3882,Hatchback,6945459,Pasco
C_CND_015807,16-Jul-2023,Oscar,Female,505000,Chrysler Plymouth,Ford,Explorer,Double Overhead Camshaft,Auto,Black,"$22,001.",53546-9427,Hatchback,6434298,Janesville
C_CND_015808,16-Jul-2023,Kaan,Male,1487000,Classic Chevy,Honda,Accord,Double Overhead Camshaft,Auto,Pale White,"$21,701.",85257-3102,Sedan,6966270,Scottsdale
